Bucket ID,Voter Addr,Vote Time,Stake Duation(h),Votee,Token,End Time,Reward Rate,Actual Stake Time(day),Bucket Reward,,,,,,,,,,,,,,
621,0x73D4fbEB5cb99Fd6b4960cb49fA5A0F510b36C43,2019/3/10 19:44,2352,ratels,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
622,0x73D4fbEB5cb99Fd6b4960cb49fA5A0F510b36C43,2019/3/10 19:48,2352,ratels,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
623,0x73D4fbEB5cb99Fd6b4960cb49fA5A0F510b36C43,2019/3/10 19:50,2352,ratels,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
624,0x73D4fbEB5cb99Fd6b4960cb49fA5A0F510b36C43,2019/3/10 19:54,2352,ratels,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
625,0x73D4fbEB5cb99Fd6b4960cb49fA5A0F510b36C43,2019/3/10 19:56,2352,ratels,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
626,0x73D4fbEB5cb99Fd6b4960cb49fA5A0F510b36C43,2019/3/10 19:59,2352,ratels,468000,,30%,41,15770.9589,,,,,,,,,,,,,,
627,0x67D6693349d0ccE83019B255De5516d384003239,2019/3/10 22:29,1512,iotexteam,3000,,30%,41,101.0958904,,,,,,,,,,,,,,
628,0xFF50B0f83C71D5c8bC462871683619Cd4Cd298Dd,2019/3/10 22:42,0,coingecko,1200000,,20%,41,26958.90411,,,,,,,,,,,,,,
629,0x712e5de7b0C500f3b5eA7F6498D55DDfb8486a74,2019/3/10 22:42,0,iotask,1200000,,20%,41,26958.90411,,,,,,,,,,,,,,
631,0x8e4801259fe0055103cA20F4677ff02bA276a10e,2019/3/10 22:52,0,iotexcore,1200000,,20%,41,26958.90411,,,,,,,,,,,,,,
632,0x7B1d3814d71990bd37c5D156663674772C717902,2019/3/10 22:53,0,iotexgeeks,1200000,,20%,41,26958.90411,,,,,,,,,,,,,,
633,0x10423561fF30F7C3895E93E88d20E75a512Bda68,2019/3/10 22:54,0,iotexlab,1200000,,20%,41,26958.90411,,,,,,,,,,,,,,
634,0x118287827eC91e541aef7b86052cDC87AB226DF4,2019/3/10 22:55,0,raketat8,1200000,,20%,41,26958.90411,,,,,,,,,,,,,,
635,0xF3963f12F21E01525CB6fA6474F5c0c44CA09E33,2019/3/10 22:55,0,iotexunion,1200000,,20%,41,26958.90411,,,,,,,,,,,,,,
636,0x022384F4Ddc02896A9cd64bF0200C6a41ca7c21A,2019/3/10 23:15,672,raketat8,12921,,30%,41,435.42,,,,,,,,,,,,,,
637,0xd8f5757F8b8F360257a5bC4A3CEA370f2e023B08,2019/3/10 23:17,672,iotexlab,2880000,,30%,41,97052.05479,,,,,,,,,,,,,,
638,0xd8f5757F8b8F360257a5bC4A3CEA370f2e023B08,2019/3/10 23:18,672,iotexlab,2160000,,30%,41,72789.0411,,,,,,,,,,,,,,
639,0xd8f5757F8b8F360257a5bC4A3CEA370f2e023B08,2019/3/10 23:18,672,iotexteam,2160000,,30%,41,72789.0411,,,,,,,,,,,,,,
641,0x850322d8aaaF9f36C1Fe6b599E57e26fb0590c43,2019/3/10 23:45,1176,iotxplorerio,50000,,30%,41,1684.931507,,,,,,,,,,,,,,
642,0x850322d8aaaF9f36C1Fe6b599E57e26fb0590c43,2019/3/10 23:56,2352,droute,50000,,30%,41,1684.931507,,,,,,,,,,,,,,
643,0x850322d8aaaF9f36C1Fe6b599E57e26fb0590c43,2019/3/11 0:17,2352,droute,150000,,30%,41,5054.794521,,,,,,,,,,,,,,
644,0xD47fbAd16661aEe114F93910605cbb8B41367efE,2019/3/11 0:34,1512,iotexlab,30000,,30%,41,1010.958904,,,,,,,,,,,,,,
645,0xD47fbAd16661aEe114F93910605cbb8B41367efE,2019/3/11 0:46,840,iotexlab,28256.392,,30%,41,952.201703,,,,,,,,,,,,,,
646,0x376A42C602189C1203f4706A3f2BDd1D8C78e606,2019/3/11 1:06,840,slowmist,1200000,,30%,41,40438.35616,,,,,,,,,,,,,,
647,0x3359D3FD20bBCf7531d9Ad40f1d0DE5bf27aca70,2019/3/11 1:18,672,iotxplorerio,100000,,30%,41,3369.863014,,,,,,,,,,,,,,
648,0x3359D3FD20bBCf7531d9Ad40f1d0DE5bf27aca70,2019/3/11 1:20,672,iotexunion,100000,,30%,41,3369.863014,,,,,,,,,,,,,,
649,0x2ae8BdAcEDB4c1EC2bc156D55598b4d1909392d4,2019/3/11 1:29,336,iotexmainnet,20212.068,,20%,41,454.0793359,,,,,,,,,,,,,,
650,0xd695cf5659C1C9403091f516e1232349760e2e8a,2019/3/11 1:33,672,droute,37275,,30%,41,1256.116438,,,,,,,,,,,,,,
651,0x3B1847A0D5B5F889F68c0255ecAd95d989d76Cf6,2019/3/11 1:37,2352,ratels,100,,30%,41,3.369863014,,,,,,,,,,,,,,
652,0xaC81aB980C4B71c6cb3f91C6C73619B21752Ae97,2019/3/11 1:40,672,iotexlab,100,,30%,41,3.369863014,,,,,,,,,,,,,,
653,0x3359D3FD20bBCf7531d9Ad40f1d0DE5bf27aca70,2019/3/11 2:26,672,iotexlab,100000,,30%,41,3369.863014,,,,,,,,,,,,,,
655,0x661E8fBE18eb4784a99ac20cf010C17de5756618,2019/3/11 2:32,672,iotexmainnet,899900,,30%,41,30325.39726,,,,,,,,,,,,,,
656,0x37BeA8c214AD3733b6d19D2fFb2121f7c00084A0,2019/3/11 2:37,672,draperdragon,2500,,30%,41,84.24657534,,,,,,,,,,,,,,
657,0x37BeA8c214AD3733b6d19D2fFb2121f7c00084A0,2019/3/11 2:45,672,droute,2500,,30%,41,84.24657534,,,,,,,,,,,,,,
658,0x37BeA8c214AD3733b6d19D2fFb2121f7c00084A0,2019/3/11 2:47,672,iosg,5000,,30%,41,168.4931507,,,,,,,,,,,,,,
660,0x37BeA8c214AD3733b6d19D2fFb2121f7c00084A0,2019/3/11 3:01,168,wannodes,2800,,20%,41,62.90410959,,,,,,,,,,,,,,
661,0xaBBDed9C8A89CB798eEf614be27ee4cb84eA34D6,2019/3/11 3:03,672,yvalidator,3681.834108,,30%,41,124.0727658,,,,,,,,,,,,,,
662,0x3359D3FD20bBCf7531d9Ad40f1d0DE5bf27aca70,2019/3/11 3:31,672,iotexcore,100000,,30%,41,3369.863014,,,,,,,,,,,,,,
663,0x3359D3FD20bBCf7531d9Ad40f1d0DE5bf27aca70,2019/3/11 3:40,672,iotexcore,140000,,30%,41,4717.808219,,,,,,,,,,,,,,
664,0x5C2a9D94cEa98a1B901635c3023BF2a8d4d2B7e2,2019/3/11 3:46,672,iotexlab,29800,,30%,41,1004.219178,,,,,,,,,,,,,,
665,0x2249B0AfB6Af0C2dA29d46a647144Ee6e894f700,2019/3/11 4:11,672,pubxpayments,294040.138,,30%,41,9908.749856,,,,,,,,,,,,,,
666,0x2eAdD7Fd95e94D711E70C3D3b375Cb31A9C35E32,2019/3/11 4:17,672,pubxpayments,14999,,30%,41,505.4457534,,,,,,,,,,,,,,
667,0x45831656370ACF0B345cc25558dc9B3b1424DdC3,2019/3/11 4:38,1008,draperdragon,300,,30%,41,10.10958904,,,,,,,,,,,,,,
668,0x57E3E5d764AE4ce2ebdF600D7288D904bdB4A888,2019/3/11 4:40,1008,rkt8,11642.863,,30%,41,392.348534,,,,,,,,,,,,,,
669,0x45831656370ACF0B345cc25558dc9B3b1424DdC3,2019/3/11 5:05,1344,raketat8,300,,30%,41,10.10958904,,,,,,,,,,,,,,
670,0x45831656370ACF0B345cc25558dc9B3b1424DdC3,2019/3/11 5:10,1512,consensusnet,300,,30%,41,10.10958904,,,,,,,,,,,,,,
671,0x0fBaa8ecbc7F2Dd49cf598b9D854E1a268d5f60f,2019/3/11 5:20,8400,iotexcore,10000,,30%,41,336.9863014,,,,,,,,,,,,,,
672,0x45831656370ACF0B345cc25558dc9B3b1424DdC3,2019/3/11 5:23,1680,cpc,100,,30%,41,3.369863014,,,,,,,,,,,,,,
673,0x0095B77ceB0178AAa38DC14a13C95a902d021BED,2019/3/11 5:57,336,iotexlab,500,,20%,41,11.23287671,,,,,,,,,,,,,,
674,0x1c5D0222ED85fe8c91b1F3c935A3Ed948681B346,2019/3/11 6:18,4200,capitmu,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
675,0x1D329Df7fE7aDbD0f7983d02B57738b75b97001d,2019/3/11 8:11,672,droute,43201,,30%,41,1455.814521,,,,,,,,,,,,,,
676,0x24c04B2E529A6B3F2C19F875157b36f8a3c41Cc1,2019/3/11 8:29,672,longz,30280,,30%,41,1020.394521,,,,,,,,,,,,,,
677,0x84330CB7F2c7A88466c7dc4F558973b81B00432f,2019/3/11 8:39,3360,iotexunion,4000000,,30%,41,134794.5205,,,,,,,,,,,,,,
678,0x1cB2078DA6F56368d2917Dc72F1a274A98B83Eb7,2019/3/11 8:55,672,iotask,200000,,30%,41,6739.726027,,,,,,,,,,,,,,
679,0x1cB2078DA6F56368d2917Dc72F1a274A98B83Eb7,2019/3/11 9:04,672,iotask,200000,,30%,41,6739.726027,,,,,,,,,,,,,,
680,0x1cB2078DA6F56368d2917Dc72F1a274A98B83Eb7,2019/3/11 9:07,672,iotask,197202.6,,30%,41,6645.457479,,,,,,,,,,,,,,
681,0x2194e8916879e5Ff2C1aa2F22e8DD7bD77Ce0530,2019/3/11 9:18,672,iotexgeeks,1597,,30%,41,53.81671233,,,,,,,,,,,,,,
682,0x84330CB7F2c7A88466c7dc4F558973b81B00432f,2019/3/11 9:21,3360,iotexteam,5000000,,30%,41,168493.1507,,,,,,,,,,,,,,
683,0x47338B2757d5822411D90115D55ba9273f317620,2019/3/11 9:37,0,coingecko,1200000,,20%,41,26958.90411,,,,,,,,,,,,,,
684,0x1c5D0222ED85fe8c91b1F3c935A3Ed948681B346,2019/3/11 9:38,4200,capitmu,200000,,30%,41,6739.726027,,,,,,,,,,,,,,
685,0x84330CB7F2c7A88466c7dc4F558973b81B00432f,2019/3/11 9:38,3360,consensusnet,10000000,,30%,41,336986.3014,,,,,,,,,,,,,,
686,0x84330CB7F2c7A88466c7dc4F558973b81B00432f,2019/3/11 9:46,3360,iotexicu,10000000,,30%,41,336986.3014,,,,,,,,,,,,,,
687,0xc299435805eebad0757F34bf6Aee18e9ce087851,2019/3/11 10:07,8400,metanyx,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
688,0xc299435805eebad0757F34bf6Aee18e9ce087851,2019/3/11 10:15,8400,metanyx,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
689,0x0187A422b4faD439Fbfcf20f21F32159fd2a4f97,2019/3/11 10:20,672,raketat8,605,,30%,41,20.38767123,,,,,,,,,,,,,,
690,0xc299435805eebad0757F34bf6Aee18e9ce087851,2019/3/11 10:27,8400,metanyx,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
691,0xc299435805eebad0757F34bf6Aee18e9ce087851,2019/3/11 10:30,8400,metanyx,133588,,30%,41,4501.732603,,,,,,,,,,,,,,
692,0x363b01BAD553Aba11fed2de5dF938CEA36411923,2019/3/11 10:51,8400,raketat8,1009.906,,30%,41,34.03244877,,,,,,,,,,,,,,
693,0xDb216B48a4C896FffA2aEB054ABB9E936D376AeE,2019/3/11 10:59,4704,iotexunion,5000,,30%,41,168.4931507,,,,,,,,,,,,,,
694,0x850322d8aaaF9f36C1Fe6b599E57e26fb0590c43,2019/3/11 11:06,1176,iotxplorerio,4971,,30%,41,167.5158904,,,,,,,,,,,,,,
695,0xDb216B48a4C896FffA2aEB054ABB9E936D376AeE,2019/3/11 11:06,4704,iotexicu,5000,,30%,41,168.4931507,,,,,,,,,,,,,,
696,0xDb216B48a4C896FffA2aEB054ABB9E936D376AeE,2019/3/11 11:11,4704,iotexcore,9500,,30%,41,320.1369863,,,,,,,,,,,,,,
697,0x49F1aEAF045C74ba8cB35bb8223Cf83897B0326f,2019/3/11 11:28,168,iosg,476.727,,20%,41,10.71003123,,,,,,,,,,,,,,
698,0x83cF17D423d4f1F4958502Cf0Cc3970eCF8C8796,2019/3/11 11:51,8400,raketat8,1000,,30%,41,33.69863014,,,,,,,,,,,,,,
699,0xDE055950CCAaf115C8D76b33e6503ee403875CCB,2019/3/11 11:54,8400,iotexteam,9860.7,,30%,41,332.2920822,,,,,,,,,,,,,,
700,0xD97708451C1eFf4f4e21d18c285612af32b27Fd6,2019/3/11 11:58,5712,iotexteam,308812,,30%,41,10406.54137,,,,,,,,,,,,,,
701,0x0616893001843011a50AdEbB07F47A2829D55980,2019/3/11 12:02,8400,raketat8,1161,,30%,41,39.12410959,,,,,,,,,,,,,,
703,0xa6326891D9d457683C8f7E483E4feb472536efbc,2019/3/11 12:34,672,eon,8000,,30%,41,269.5890411,,,,,,,,,,,,,,
704,0x5Ed6A60547ea42A63637A14f37fDdcd4251F931a,2019/3/11 12:44,840,capitmu,3000000,,30%,41,101095.8904,,,,,,,,,,,,,,
705,0xcECE7FAeCC2621Feb0B4Dd6ec29e55B2Cfd996e4,2019/3/11 13:10,672,raketat8,1100,,30%,41,37.06849315,,,,,,,,,,,,,,
706,0x88e30dbd180A7a47749fe28cb0309FB24d21D284,2019/3/11 13:20,672,droute,89302,,30%,41,3009.355068,,,,,,,,,,,,,,
707,0x205089049e7827ec46b45b838CEad86A3D068d64,2019/3/11 13:35,672,iotexteam,100000,,30%,41,3369.863014,,,,,,,,,,,,,,
709,0xD97708451C1eFf4f4e21d18c285612af32b27Fd6,2019/3/11 14:33,5712,iotexteam,200225,,30%,41,6747.308219,,,,,,,,,,,,,,
711,0x52c5E98960410c0A65C10b54589917c17065654e,2019/3/11 15:13,8400,iotxplorerio,16993.375,,30%,41,572.6534589,,,,,,,,,,,,,,
712,0x52c5E98960410c0A65C10b54589917c17065654e,2019/3/11 15:29,8400,consensusnet,7500,,30%,41,252.739726,,,,,,,,,,,,,,
713,0x52c5E98960410c0A65C10b54589917c17065654e,2019/3/11 15:37,8400,droute,7500,,30%,41,252.739726,,,,,,,,,,,,,,
714,0x52c5E98960410c0A65C10b54589917c17065654e,2019/3/11 15:47,8400,infstones,7500,,30%,41,252.739726,,,,,,,,,,,,,,
715,0x52c5E98960410c0A65C10b54589917c17065654e,2019/3/11 15:52,8400,iosg,7500,,30%,41,252.739726,,,,,,,,,,,,,,
716,0x89924e6Fa51DE8Fd01C045eE5551B98942439e98,2019/3/11 15:54,840,droute,20000,,30%,41,673.9726027,,,,,,,,,,,,,,
717,0x89924e6Fa51DE8Fd01C045eE5551B98942439e98,2019/3/11 15:57,840,droute,25000,,30%,41,842.4657534,,,,,,,,,,,,,,
718,0x89924e6Fa51DE8Fd01C045eE5551B98942439e98,2019/3/11 15:59,840,droute,22348.501,,30%,41,753.1138693,,,,,,,,,,,,,,
719,0x8E1DE9cf5107B1686d2370574421B7dE8bba4628,2019/3/11 16:06,8400,iotexteam,2115.799,,30%,41,71.29952795,,,,,,,,,,,,,,
720,0x2Ef3d745a59985d171c60877dD47959b2b34fA11,2019/3/11 16:50,672,longz,20000,,30%,41,673.9726027,,,,,,,,,,,,,,
721,0x57D7D07a459b3217dB7231dE4a184ECF5ac4E664,2019/3/11 16:59,3360,cobo,1000,,30%,41,33.69863014,,,,,,,,,,,,,,
723,0x2Ef3d745a59985d171c60877dD47959b2b34fA11,2019/3/11 17:14,672,gamefantasy,200000,,30%,41,6739.726027,,,,,,,,,,,,,,
725,0x14F3d718F6dB778A3a29E0680c314Fad3F96aBf6,2019/3/11 17:31,5040,iosg,1000,,30%,41,33.69863014,,,,,,,,,,,,,,
726,0x2Ef3d745a59985d171c60877dD47959b2b34fA11,2019/3/11 17:45,672,longz,300000,,30%,41,10109.58904,,,,,,,,,,,,,,
727,0xcE0eC0e8c4b4ef5df88dACD60C6fEf7C05594B6e,2019/3/11 17:56,672,iotexunion,1092,,30%,41,36.79890411,,,,,,,,,,,,,,
728,0x04B3B244d5FFE1BDcf95cf1b0133f7e22b7Ec00c,2019/3/11 17:58,672,iotexlab,800,,30%,41,26.95890411,,,,,,,,,,,,,,
729,0xcf95948c04c6e2f2956BB3DD536650738Fd14012,2019/3/11 18:24,1344,preangel,194911.2,,30%,41,6568.240438,,,,,,,,,,,,,,
730,0x68df46fb2EaaAC78a2ec4DC95F85082627bc8E9d,2019/3/11 18:28,8400,consensusnet,100000,,30%,41,3369.863014,,,,,,,,,,,,,,
731,0x5f1817a6152Fabd616b4De41cC9b8feC9bD83232,2019/3/11 18:29,8400,airfoil,1000000,,30%,41,33698.63014,,,,,,,,,,,,,,
732,0x1792A0c61927E6FB130a69534175BDCd52E804a2,2019/3/11 18:41,336,iotexlab,150000,,20%,41,3369.863014,,,,,,,,,,,,,,
733,0xCB57De552Eb5Bae1aED1dd7Cd342b98200A3508C,2019/3/11 18:51,4032,royalland,20000,,30%,41,673.9726027,,,,,,,,,,,,,,
734,0x87Bd6e264464F0eB284D4bf6B0fF7316AC5165C8,2019/3/11 18:53,336,yvalidator,10000,,20%,41,224.6575342,,,,,,,,,,,,,,
735,0x87Bd6e264464F0eB284D4bf6B0fF7316AC5165C8,2019/3/11 19:10,336,iosg,9834,,20%,40,215.539726,,,,,,,,,,,,,,
736,0x85D0139F984c06047B5BE818Bf42C47ae3243c9f,2019/3/11 19:12,672,iotexlab,14659.4,,30%,40,481.9528767,,,,,,,,,,,,,,
737,0x4BD7F58de11Ebb2B15A617071A2A923Be343cc32,2019/3/11 19:47,672,iotexteam,2500000,,30%,40,82191.78082,,,,,,,,,,,,,,
738,0xA868938b2A80cbAdb2e47184335af14BA1E0379B,2019/3/11 19:50,1680,piexgo,1200000,,30%,40,39452.05479,,,,,,,,,,,,,,
739,0xA64dDf693ebbc79725c961343D9d36c5734b8d04,2019/3/11 20:14,2688,iotxplorerio,4000,,30%,40,131.5068493,,,,,,,,,,,,,,
740,0x5A5c325E83857533a6c611DbFf4bf88C003e8CEf,2019/3/11 20:20,168,lanhu,400000,,20%,40,8767.123288,,,,,,,,,,,,,,
741,0xA64dDf693ebbc79725c961343D9d36c5734b8d04,2019/3/11 20:29,2688,iotexlab,4001,,30%,40,131.539726,,,,,,,,,,,,,,
742,0xA64dDf693ebbc79725c961343D9d36c5734b8d04,2019/3/11 20:38,2688,coingecko,4000,,30%,40,131.5068493,,,,,,,,,,,,,,
743,0xE8eA41F87Bbd365a3ec766e35ac4aC1d6A5E760a,2019/3/11 20:42,168,cpc,100,,20%,40,2.191780822,,,,,,,,,,,,,,
744,0xA64dDf693ebbc79725c961343D9d36c5734b8d04,2019/3/11 20:43,2688,droute,4000,,30%,40,131.5068493,,,,,,,,,,,,,,
746,0x73D4fbEB5cb99Fd6b4960cb49fA5A0F510b36C43,2019/3/11 20:50,504,meter,100,,20%,40,2.191780822,,,,,,,,,,,,,,
748,0xA64dDf693ebbc79725c961343D9d36c5734b8d04,2019/3/11 20:52,2688,iotexteam,3999.2,,30%,40,131.4805479,,,,,,,,,,,,,,
749,0x2Ef3d745a59985d171c60877dD47959b2b34fA11,2019/3/11 21:07,672,longz,200000,,30%,40,6575.342466,,,,,,,,,,,,,,
750,0x2Ef3d745a59985d171c60877dD47959b2b34fA11,2019/3/11 21:10,672,gamefantasy,100000,,30%,40,3287.671233,,,,,,,,,,,,,,
751,0x2aFEF82706D9f05837f2605bd6bEe1c97a620bA2,2019/3/11 21:20,168,iosg,3999980,,20%,40,87670.79452,,,,,,,,,,,,,,
752,0xcFf48a2c46776968B07b0f5c099069c6E222daE6,2019/3/11 21:33,168,iotask,105,,20%,40,2.301369863,,,,,,,,,,,,,,
753,0xB7E999c213B595C5532167c0D94CC192aa3a8BB5,2019/3/11 21:53,8400,iotexicu,1200000,,30%,40,39452.05479,,,,,,,,,,,,,,
754,0x755c72635644dA821FE915118dEFC2ACD8b87Cd8,2019/3/11 22:01,840,lanhu,460000,,30%,40,15123.28767,,,,,,,,,,,,,,
755,0x89E38adb69e34d8655997ECc61052eDDDe4883cf,2019/3/11 22:10,672,pubxpayments,12100,,30%,40,397.8082192,,,,,,,,,,,,,,
756,0x5BCB0Ef54F31e6728e6F14B9094EF50b95FcEFF7,2019/3/11 23:01,0,lanhu,12000000,,20%,40,263013.6986,,,,,,,,,,,,,,
757,0x5BCB0Ef54F31e6728e6F14B9094EF50b95FcEFF7,2019/3/11 23:22,0,iosg,7500000,,20%,40,164383.5616,,,,,,,,,,,,,,
758,0xc0974d9885851d9C0e6d89cCDd8687192Fb92803,2019/3/11 23:33,3528,raketat8,12000,,30%,40,394.5205479,,,,,,,,,,,,,,
759,0xF6168297046Ca6fa514834c30168e63A47256AF4,2019/3/11 23:38,8400,raketat8,2000,,30%,40,65.75342466,,,,,,,,,,,,,,
761,0x89E38adb69e34d8655997ECc61052eDDDe4883cf,2019/3/12 0:36,672,droute,19906,,30%,40,654.4438356,,,,,,,,,,,,,,
762,0x77EcACe1D06D7Ae86A0E65643c33C626F3BD8661,2019/3/12 0:36,168,eon,1215,,20%,40,26.63013699,,,,,,,,,,,,,,
763,0x45edae9E4030F2A5033EA41aF90fC764a7113761,2019/3/12 0:40,2016,whales,260000,,30%,40,8547.945205,,,,,,,,,,,,,,
764,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 0:52,8400,zhcapital,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
765,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 0:54,8400,iotexlab,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
766,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 0:57,8400,iotxplorerio,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
767,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 0:57,8400,infstones,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
768,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 0:59,8400,metanyx,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
769,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 1:00,8400,iotexunion,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
770,0x222eBE7e2D6E2fd023CC86337d6644bc304a59d1,2019/3/12 1:02,168,hashbuy,7875.747,,20%,40,172.6191123,,,,,,,,,,,,,,
771,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 1:02,8400,gamefantasy,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
772,0x89E38adb69e34d8655997ECc61052eDDDe4883cf,2019/3/12 1:24,672,whales,9000,,30%,40,295.890411,,,,,,,,,,,,,,
773,0x89E38adb69e34d8655997ECc61052eDDDe4883cf,2019/3/12 1:26,672,eon,9000,,30%,40,295.890411,,,,,,,,,,,,,,
774,0x89E38adb69e34d8655997ECc61052eDDDe4883cf,2019/3/12 1:28,672,iosg,6700,,30%,40,220.2739726,,,,,,,,,,,,,,
775,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 1:31,8400,whales,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
776,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 1:34,8400,royalland,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
777,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 1:35,8400,metanyx,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
778,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 1:35,8400,yvalidator,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
779,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 1:38,8400,iosg,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
780,0x0466671418Bed2B9EF0a8A15D172A4106e51e26E,2019/3/12 1:42,8400,hashbuy,2598,,30%,40,85.41369863,,,,,,,,,,,,,,
781,0x555643381b247228Fad92F9C88E38C2973E67334,2019/3/12 2:22,8400,raketat8,1333,,30%,40,43.82465753,,,,,,,,,,,,,,
782,0xd43D460124407e6c2d457006195715714061Fb17,2019/3/12 2:23,0,iosg,800000,,20%,40,17534.24658,,,,,,,,,,,,,,
783,0x89924e6Fa51DE8Fd01C045eE5551B98942439e98,2019/3/12 2:39,840,droute,18000,,30%,40,591.7808219,,,,,,,,,,,,,,
784,0xF6168297046Ca6fa514834c30168e63A47256AF4,2019/3/12 2:39,8400,raketat8,14909,,30%,40,490.1589041,,,,,,,,,,,,,,
785,0x89924e6Fa51DE8Fd01C045eE5551B98942439e98,2019/3/12 2:43,840,droute,18000,,30%,40,591.7808219,,,,,,,,,,,,,,
786,0x89924e6Fa51DE8Fd01C045eE5551B98942439e98,2019/3/12 2:46,840,droute,17402.655,,30%,40,572.1420822,,,,,,,,,,,,,,
787,0x17c96714e90Bcc017dEc55311B3d837C9A1cE10C,2019/3/12 3:05,4368,rkt8,100,,30%,40,3.287671233,,,,,,,,,,,,,,
788,0xB7a81aaA13334838575598f1C5bAcA377FE13F84,2019/3/12 3:22,8400,raketat8,945,,30%,40,31.06849315,,,,,,,,,,,,,,
789,0xa7b5400973EE73d360F4aDC88a011D7Be388FD64,2019/3/12 3:22,8400,hashbuy,20000,,30%,40,657.5342466,,,,,,,,,,,,,,
790,0xA9f153D96FD06fAC8b76759F42EA2F6174ce4e0c,2019/3/12 3:38,672,iotexlab,100000,,30%,40,3287.671233,,,,,,,,,,,,,,
791,0xbc98A4731b3176b51AEcC47f3F917276B4B353c9,2019/3/12 4:05,840,coingecko,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
792,0x17c96714e90Bcc017dEc55311B3d837C9A1cE10C,2019/3/12 4:18,0,raketat8,100,,20%,40,2.191780822,,,,,,,,,,,,,,
793,0xF6168297046Ca6fa514834c30168e63A47256AF4,2019/3/12 4:19,8400,raketat8,15170,,30%,40,498.739726,,,,,,,,,,,,,,
794,0xbc98A4731b3176b51AEcC47f3F917276B4B353c9,2019/3/12 4:30,672,alphacoin,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
795,0x84330CB7F2c7A88466c7dc4F558973b81B00432f,2019/3/12 4:32,672,iotexunion,5000000,,30%,40,164383.5616,,,,,,,,,,,,,,
796,0x84330CB7F2c7A88466c7dc4F558973b81B00432f,2019/3/12 4:41,672,iotxplorerio,5000000,,30%,40,164383.5616,,,,,,,,,,,,,,
797,0x84330CB7F2c7A88466c7dc4F558973b81B00432f,2019/3/12 4:43,672,enlightiv,10000000,,30%,40,328767.1233,,,,,,,,,,,,,,
798,0xbc98A4731b3176b51AEcC47f3F917276B4B353c9,2019/3/12 4:46,672,iotexlab,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
799,0x2f13CdDd6f9fc5eBd8785E9bbE0Ca75489b319f9,2019/3/12 5:11,840,cobo,3000,,30%,40,98.63013699,,,,,,,,,,,,,,
800,0xa7b5400973EE73d360F4aDC88a011D7Be388FD64,2019/3/12 6:03,8400,hashbuy,900000,,30%,40,29589.0411,,,,,,,,,,,,,,
801,0x2638765Babd63d7dDf9faDd380606865532e4C39,2019/3/12 6:37,6720,metanyx,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
802,0x2638765Babd63d7dDf9faDd380606865532e4C39,2019/3/12 6:40,6720,iosg,5000,,30%,40,164.3835616,,,,,,,,,,,,,,
803,0x1681BA2324508F8B5dDF2aCB7252C307AFBe35fF,2019/3/12 6:54,672,raketat8,31453,,30%,40,1034.071233,,,,,,,,,,,,,,
804,0xd37a5975267A8642e75d329D2e82341C8BB6cB0f,2019/3/12 7:14,8400,raketat8,2320.788,,30%,40,76.29987945,,,,,,,,,,,,,,
805,0xcf95948c04c6e2f2956BB3DD536650738Fd14012,2019/3/12 7:27,2016,preangel,35011.2,,30%,40,1151.053151,,,,,,,,,,,,,,
