Bucket ID,Voter Addr,Vote Time,Stake Duation(h),Votee,Token,End Time,Reward Rate,Actual Stake Time(day),Bucket Reward,,,,,,,,,,,,,,
1429,0xfa93F3F1A52CDC7CD1d28A4b0Cbb9753CD32568B,2019/3/25 19:48,1008,whales,900,,30%,26,19.23287671,,,,,,,,,,,,,,
1430,0xfa93F3F1A52CDC7CD1d28A4b0Cbb9753CD32568B,2019/3/25 19:49,1008,iotexteam,10000,,30%,26,213.6986301,,,,,,,,,,,,,,
1431,0x07180EAbeE865FfD9d231305c270656864B6cD10,2019/3/25 21:02,168,raketat8,3184.723,,20%,26,45.37139616,,,,,,,,,,,,,,
1432,0x34bCC8390F2C3bADd6C4583edC736D48a00Cb48e,2019/3/25 21:55,1008,snzholding,419911.9,,30%,26,8973.459781,,,,,,,,,,,,,,
1433,0x34bCC8390F2C3bADd6C4583edC736D48a00Cb48e,2019/3/25 21:58,1008,snzholding,500000,,30%,26,10684.93151,,,,,,,,,,,,,,
1434,0x34bCC8390F2C3bADd6C4583edC736D48a00Cb48e,2019/3/25 22:03,1008,snzholding,500000,,30%,26,10684.93151,,,,,,,,,,,,,,
1435,0x34bCC8390F2C3bADd6C4583edC736D48a00Cb48e,2019/3/25 22:38,1008,snzholding,500000,,30%,26,10684.93151,,,,,,,,,,,,,,
1436,0x07a0EdCe1280357ad2D1fa3dABd134A1eCd30aB4,2019/3/26 0:07,4200,raketat8,1686.159398,,30%,26,36.03299535,,,,,,,,,,,,,,
1437,0x661E8fBE18eb4784a99ac20cf010C17de5756618,2019/3/26 1:20,672,iotexmainnet,435815,,30%,26,9313.306849,,,,,,,,,,,,,,
1438,0xA7CE3aFb4Ca212C93d2B11F085e88D529bdd98C9,2019/3/26 1:25,672,iotexcore,8500,,30%,26,181.6438356,,,,,,,,,,,,,,
1439,0xaA0eCeD9c7e47f7496d307Ac117a9903479f8867,2019/3/26 2:03,8400,raketat8,1263.75488,,30%,26,27.00626867,,,,,,,,,,,,,,
1440,0x3e0b2A332c8c252EadBC039D27e3a53e89E85b23,2019/3/26 4:09,504,cobo,19863.1,,20%,26,282.9811507,,,,,,,,,,,,,,
1441,0x552555F166632Ae934C0d294EB4C7136bB61728e,2019/3/26 8:25,8400,raketat8,3911.122,,30%,26,83.58014137,,,,,,,,,,,,,,
1442,0x85FBa06c1ab0b602fb5473728D37C1045B6a2Fc5,2019/3/26 11:00,8400,raketat8,1221,,30%,26,26.09260274,,,,,,,,,,,,,,
1443,0xD3D8024FfCce40B54bd2079E5570796457dC6b9B,2019/3/26 11:08,8400,raketat8,1461.2,,30%,26,31.22564384,,,,,,,,,,,,,,
1444,0x228Bb6C83e8d0767eD342dd333DDbD55Ad217a3D,2019/3/26 12:19,8400,raketat8,10500,,30%,26,224.3835616,,,,,,,,,,,,,,
1445,0xA394Ea573e223def7D486176DFc39526D2646b4d,2019/3/26 13:39,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1446,0x9e27AAEDd1c9e2801f733A61ea75245342af9567,2019/3/26 14:30,8400,raketat8,4613,,30%,26,98.57917808,,,,,,,,,,,,,,
1447,0x8dCbc6221fb183e91945E824574FFfC49AE5daCC,2019/3/26 14:43,8400,droute,150590.3564,,30%,26,3218.095287,,,,,,,,,,,,,,
1448,0x33dB1Dcde8cb15166C89b6e53C9cA6772d5104fa,2019/3/26 15:48,8400,iotexlab,1000,,30%,26,21.36986301,,,,,,,,,,,,,,
1449,0x08A2E65a1437BFC3a096cAaAC142a43Eb349953f,2019/3/26 16:01,672,iotexteam,9911,,30%,26,211.7967123,,,,,,,,,,,,,,
1450,0x33dB1Dcde8cb15166C89b6e53C9cA6772d5104fa,2019/3/26 16:04,8400,metanyx,1000,,30%,26,21.36986301,,,,,,,,,,,,,,
1451,0xC767D5E13b9Ed8B06E2d0CE50B47f9101085EEE7,2019/3/26 16:06,336,zhcapital,300000,,20%,26,4273.972603,,,,,,,,,,,,,,
1452,0x33dB1Dcde8cb15166C89b6e53C9cA6772d5104fa,2019/3/26 16:15,8400,eon,500,,30%,26,10.68493151,,,,,,,,,,,,,,
1453,0x863A28780017D05e1D71Ce0dA18Ca378e648b6c1,2019/3/26 16:25,168,royalland,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1454,0x08A2E65a1437BFC3a096cAaAC142a43Eb349953f,2019/3/26 16:26,672,iotexteam,49981,,30%,26,1068.087123,,,,,,,,,,,,,,
1455,0xD6e5DBf56aB496D6127EEA562637fFF67976B657,2019/3/26 16:28,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1456,0x4668b4E816520BfE3Cbc34c0FFfa990A132794C1,2019/3/26 16:32,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1457,0xC5470D4Ea0016bb56b7EB71d2230a99535fd6D61,2019/3/26 16:33,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1458,0x8e8A5152583C3Fc38487c0A770b5C90DA5a86044,2019/3/26 16:37,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1459,0x70d5fb3fbE8a62B5eC2cb2bcd7240b34EF141BbF,2019/3/26 16:38,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1460,0x5771c7a3ae31df61c51f4Dd12AFB6fa1CF4bF8e1,2019/3/26 16:41,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1461,0x35033822BE12F0178ed27b08B96Cd89A3d838beF,2019/3/26 16:43,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1462,0x36b7D196fF4d8cBC12FD8f8a907bBf6Bec1daDEd,2019/3/26 16:45,168,thebottoken,100,,20%,26,1.424657534,,,,,,,,,,,,,,
1463,0xAbA264B5E8760ab995b82a4c07722FE7a3480f8f,2019/3/26 16:45,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1464,0x23b01858f02fB40258AaE7a18a575F509fB4aAC6,2019/3/26 16:46,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1465,0x797c0cDDEd4F833Ea1792d9D2159e98725336B1E,2019/3/26 16:50,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1466,0x7C55F5523cb27a2acCABbc19E7470fe8a325Df03,2019/3/26 16:50,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1467,0x815Ca81E258545c91942C1619aeC18bfBbf25fe5,2019/3/26 16:53,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1468,0xDA67Ef0e572d7DcfdE51ee17961422442302a406,2019/3/26 16:55,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1469,0x66CeC700c1e66aDECE1bFe0b02719e416593d3De,2019/3/26 16:57,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1470,0x08A2E65a1437BFC3a096cAaAC142a43Eb349953f,2019/3/26 16:58,672,iotexteam,9911,,30%,26,211.7967123,,,,,,,,,,,,,,
1471,0x1D34BA47786A1Ca952339a6c639c40FE77db5277,2019/3/26 16:59,168,iosg,1001,,20%,26,14.26082192,,,,,,,,,,,,,,
1472,0x8DBbd47AbdE8387adEf0417042806861f990D3dB,2019/3/26 17:11,168,iosg,1001,,20%,26,14.26082192,,,,,,,,,,,,,,
1473,0x2b0ba2ec55A829B86869846c452B926B217c054A,2019/3/26 17:12,168,iosg,1001,,20%,26,14.26082192,,,,,,,,,,,,,,
1474,0xBC37dfA2192c36AEbf60364eA71e0BA49BbA0F8d,2019/3/26 17:13,168,iosg,1001,,20%,26,14.26082192,,,,,,,,,,,,,,
1475,0xd2100bE1E12A07308627589EBfdd403Befa024c4,2019/3/26 17:14,168,iosg,1001,,20%,26,14.26082192,,,,,,,,,,,,,,
1476,0x8dD72c4277a14D299360c8769fe6dB8eAF30691A,2019/3/26 17:14,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1477,0xBe5C7a7AcCD026bcB45aD2A06F4a4f78e5385CEb,2019/3/26 17:17,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1478,0x64DD38C2678aB662626e18DaDB9f6eAd2336FC1E,2019/3/26 17:18,168,iosg,1000,,20%,26,14.24657534,,,,,,,,,,,,,,
1479,0x7478433c6E7B57e3379190C77F6f55Fc151e62e2,2019/3/26 17:20,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1480,0xcd056DD9A8A64b522EF0c67a4bdF4E099491012d,2019/3/26 17:22,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1481,0x639bCffeaE000A985d7c8F8A5e1BE26997F483A0,2019/3/26 17:24,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1482,0xbD021805890D663d8c9F1AFb2886252529f4E9b2,2019/3/26 17:26,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1483,0x0Be9AE4190a7AB6874701Ce906a636D9DDe71Ed3,2019/3/26 17:28,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1484,0x666552f40ED49F05076C2dC2e2b78885022f0355,2019/3/26 17:32,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1485,0x5C2af3ca4e303c49174793504f852772d7c761FD,2019/3/26 17:32,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1486,0xE22D34b764b78ACd079b81b7a5Dd77529998d2f9,2019/3/26 17:35,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1487,0x269f3bB5e10871b29ea47DA68aBBF6B324Bf45c2,2019/3/26 17:36,168,iosg,1002,,20%,26,14.27506849,,,,,,,,,,,,,,
1488,0x462d3957c2097FA994F330Fe7E8e5C9a0d630554,2019/3/26 20:49,0,iosg,7500000,,20%,25,102739.726,,,,,,,,,,,,,,
1489,0x462d3957c2097FA994F330Fe7E8e5C9a0d630554,2019/3/26 20:51,0,longz,2500000,,20%,25,34246.57534,,,,,,,,,,,,,,
1490,0x3A7F62F402049fA21f0b2dc0d5A5a95ca62aE964,2019/3/26 22:19,168,iosg,1002,,20%,25,13.7260274,,,,,,,,,,,,,,
1491,0x5F626d35436aEA71ba938a25c24d07bb6E993B52,2019/3/26 22:21,168,iosg,1002,,20%,25,13.7260274,,,,,,,,,,,,,,
1492,0xa4D081e0453b8ed3D761fc3FaECdd56455921438,2019/3/26 22:22,168,iosg,1002,,20%,25,13.7260274,,,,,,,,,,,,,,
1493,0x7Cf7552AA7506C7CCD3653137EEd0688a3E57dab,2019/3/26 22:27,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1494,0xabce68Ef295Af3040e330BA4DDc5fAD97F4691DB,2019/3/26 22:27,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1495,0xB6eC4A1Fe693b0e4A8f6263E18259Ff68b3F9608,2019/3/26 22:37,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1496,0x2931FAE612B5AA3521213ebAEA6f0A3c3AA69583,2019/3/26 22:38,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1497,0x089f74Eb10c60A40c73261Ad74B56d965aa15322,2019/3/26 22:39,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1498,0xf1437C895D19f1CdC166c43DADA420F6E7c0e28f,2019/3/26 22:41,168,royalland,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1499,0x108540800A6d80f65Ee3b416F5B8cc16cDD968b3,2019/3/26 22:44,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1500,0x4A01b7B0cf91F9FE57D3368489D6b9ce014e9183,2019/3/26 22:50,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1501,0x72a94a4315136294b81e06B29d110A716e0b1bDa,2019/3/26 22:51,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1502,0x288Cbe6e518459985346162b8eDAb9f82A0D05b1,2019/3/26 22:53,168,iosg,1003,,20%,25,13.73972603,,,,,,,,,,,,,,
1503,0x21A52d962cc64600F668f09A9f2E81D79aE1FD0c,2019/3/26 22:55,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1504,0x11A298ad8e2b3C547Ec65112183ecC4944D4ae27,2019/3/26 22:56,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1505,0x9fB5b5fbcDe3eDDb4133aEAb133a35A36cBBF59C,2019/3/26 22:58,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1506,0xAc295d0C8b80B1ffc78636B706E20A8f27a50063,2019/3/26 23:07,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1507,0xc42e6a4Ec8b2482205C534749FB10e38D3bA0Ca1,2019/3/26 23:07,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1508,0xaDd02654a854761781EBA9b668dA6EAeE828fCde,2019/3/26 23:07,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1509,0xd527681175aA1028d0ce092792F75910593173e0,2019/3/26 23:07,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1510,0xB169ba2cCD86C4C0eC9221f405fA951087ffEf47,2019/3/26 23:07,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1511,0x82525c4D68Bb95c1E59EcFC1A40250B951f433bF,2019/3/26 23:09,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1512,0x44601dAe4394f4daA3400d909FF79C19974f7CA9,2019/3/26 23:11,168,iosg,1004,,20%,25,13.75342466,,,,,,,,,,,,,,
1513,0x01ff7FBFdDC1b949FC5EcD15ea44fE6Ead55EB78,2019/3/26 23:12,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1514,0x41d543C1F6443fDc96814655a35821d9378b3534,2019/3/26 23:13,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1515,0xcb5c56d97172712ffAFC5c7496a21b44E48EC65E,2019/3/26 23:15,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1516,0x5E3FF3BAE68dE23037E1D1190E90bfdaFA60c10a,2019/3/26 23:18,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1517,0x41CEeF37EE6d27bF5b48f09280a26510C97d069e,2019/3/26 23:21,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1518,0x67C215b5450270a20772b2bDA4160bAc832E703D,2019/3/26 23:21,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1519,0x521FBc8EE7979824ef5c53dD0cC3FE920c19C3c0,2019/3/26 23:22,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1520,0xF0a45f374cDBC06b88Cf884484dCc53745966976,2019/3/26 23:25,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1521,0x64C5aB12B75d6C90EB82605b6cB3AB045dE33184,2019/3/26 23:38,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1522,0xd8b901c62Cb80CB96ED6d26438698394Bf294d9C,2019/3/26 23:41,168,iosg,1006,,20%,25,13.78082192,,,,,,,,,,,,,,
1523,0xaeb56Df4804A2a739A8595db3e18D85Cb18DB665,2019/3/26 23:42,168,iosg,1006,,20%,25,13.78082192,,,,,,,,,,,,,,
1524,0xA6AA977936dd5a078231c8cD7F632a4F7e0dD3C7,2019/3/26 23:42,168,iosg,1005,,20%,25,13.76712329,,,,,,,,,,,,,,
1525,0x3E8fb82E8a3fcF935fCc5d04dB6415dd567D0D4c,2019/3/26 23:42,168,iosg,1006,,20%,25,13.78082192,,,,,,,,,,,,,,
1526,0xB629637d9Ff5b73DB13D03C333C9d5397EF867EA,2019/3/26 23:42,168,iosg,1006,,20%,25,13.78082192,,,,,,,,,,,,,,
1527,0x9C4A8554b7800523a8EB3fB38902a1e91801b3b7,2019/3/26 23:42,168,iosg,1006,,20%,25,13.78082192,,,,,,,,,,,,,,
1528,0xfd46dd4b7A139911B756C1a36cCEF34f7A7c81F4,2019/3/26 23:44,168,iosg,1006,,20%,25,13.78082192,,,,,,,,,,,,,,
1529,0x2d4C5175B7CfD021d42987FBD2683cE5ca54453e,2019/3/26 23:44,168,iosg,1006,,20%,25,13.78082192,,,,,,,,,,,,,,
1530,0x66dbB473814BBd2044BB815Eb5080f216B9152a2,2019/3/26 23:47,168,iosg,1007,,20%,25,13.79452055,,,,,,,,,,,,,,
1531,0x73dB88d02908cc1E01D43634eE88a0A2070bD615,2019/3/26 23:48,168,iosg,1007,,20%,25,13.79452055,,,,,,,,,,,,,,
1532,0xeDc07150933e48AA71955AcF6b39C821b60D8B4b,2019/3/26 23:49,168,iosg,1007,,20%,25,13.79452055,,,,,,,,,,,,,,
1533,0x527DBC5c6d508f6fa4A3fAEb682e5F3D770706e3,2019/3/26 23:50,168,iosg,1007,,20%,25,13.79452055,,,,,,,,,,,,,,
1534,0x94CD08A0820F9839D8b7BAec86bCE97460e3e3e2,2019/3/26 23:54,168,iosg,1007,,20%,25,13.79452055,,,,,,,,,,,,,,
1535,0xaC1999A7d488378553347A4ee6f19b8a155AeD4F,2019/3/26 23:55,168,iosg,1007,,20%,25,13.79452055,,,,,,,,,,,,,,
1536,0x2d1c76d7f3b282A0F73aE58ED4284b0aD4236ac5,2019/3/26 23:56,168,iosg,1007,,20%,25,13.79452055,,,,,,,,,,,,,,
1537,0x5D15CA9fDa7dD5794EcBB53E2160e35CCdAc87f7,2019/3/26 23:57,168,iosg,1007,,20%,25,13.79452055,,,,,,,,,,,,,,
1538,0xcd90169A0c55f859f48b5840712449Db6dcb027F,2019/3/26 23:58,168,iosg,1008,,20%,25,13.80821918,,,,,,,,,,,,,,
1539,0x734d62e74e01b2760bF65178e73421714375dF94,2019/3/27 0:03,168,iosg,1008,,20%,25,13.80821918,,,,,,,,,,,,,,
1540,0xE9D59aE9CbdB361c5550Fb21Bd2Db273E44875C4,2019/3/27 0:03,168,iosg,1008,,20%,25,13.80821918,,,,,,,,,,,,,,
1541,0x89409EE8eE0A0d8aE7224f11560e28806b9f752e,2019/3/27 0:04,168,iosg,1008,,20%,25,13.80821918,,,,,,,,,,,,,,
1542,0x08FC9bDE775E316282E32C4D29C3aca156Ee3c12,2019/3/27 0:05,168,iosg,1008,,20%,25,13.80821918,,,,,,,,,,,,,,
1543,0xC87C3Df7745109F756A04cC72828305881978e71,2019/3/27 0:07,168,iosg,1008,,20%,25,13.80821918,,,,,,,,,,,,,,
1544,0xd3f2979a24435282eF0E88A7EAD1C835A1703f5D,2019/3/27 0:08,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1545,0xC7FD812fA6B678336f8ADae4cFC47aeAA810d5dB,2019/3/27 0:12,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1546,0x01556074A8c92533e13ef2Ee91Ca87220078cb49,2019/3/27 0:12,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1547,0xed9393eb022c949885188Db5127Aa8A03Ab37254,2019/3/27 0:14,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1548,0x52776d648456ceB756bBD2e85f9a9c95Ccf6F093,2019/3/27 0:15,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1549,0x36D6d7f298Cfe57754D3D57FBe1dE6f53EE45639,2019/3/27 0:18,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1550,0xF28b8D89101Bb13BacefC5FDFDFBdd1108c12646,2019/3/27 0:19,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1551,0x791200e0fE0AE5874e3D6F1529d703C7bBB2EB53,2019/3/27 0:20,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1552,0xFd3b8D4c76cE771fcAd10e0CcECe9B426fd38049,2019/3/27 0:22,168,iosg,1009,,20%,25,13.82191781,,,,,,,,,,,,,,
1553,0xEE425954892979be959C046115302f0209869c77,2019/3/27 0:38,168,longz,100,,20%,25,1.369863014,,,,,,,,,,,,,,
1554,0x8F0F6785DF6290E7f8aAAe563994CFD3D47801fe,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1555,0xB34620297814139B99936FB045b3ee3E7f07e258,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1556,0x7D666497E4A63793c05212C813EDce70fA70b49b,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1557,0x243CD354Bb62cCf82E48D2F1561df70Cf95F0A4E,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1558,0x2462aA34313Cf404ecD8149e725A82cFB368cDB9,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1559,0x22bb60AE8a9796e32eA303deAf49C04082207f99,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1560,0x4dc102B734eb5d6167F57c8E58E53065Db2A3BF7,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1561,0x6AE3012eC7F021cC2e0F8753285748f78DDd8e67,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1562,0x7A2B0C1706AC667a3913EfDE3A9c1Bc2EAa95654,2019/3/27 0:38,168,iosg,1010,,20%,25,13.83561644,,,,,,,,,,,,,,
1563,0x5B60C520E15af232A85C7119f4e4690188E48ffB,2019/3/27 0:38,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1564,0xf830267146DdD4fBff96FC786B189057B22F70D0,2019/3/27 0:43,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1565,0xEE425954892979be959C046115302f0209869c77,2019/3/27 0:54,168,thebottoken,100,,20%,25,1.369863014,,,,,,,,,,,,,,
1566,0x86aF087d561949a7DBEFbb266D2E6bD4C6860e9a,2019/3/27 0:55,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1567,0xA2E492D02D962266801F4220fF5431dC472BaFA4,2019/3/27 1:07,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1568,0x5Be56E2e801639Ba05C9fCbE1D2E1715b751f3A8,2019/3/27 1:07,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1569,0x1056Bde055f8357B8250b9a74050eE17E66fb3BB,2019/3/27 1:07,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1570,0x4b45Ed758EC6c59F6CA1bd145B62715A135937F1,2019/3/27 1:07,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1571,0x030c6AAd26c1B935249749D78208CE4BAcB7AEbC,2019/3/27 1:08,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1572,0x253e7a29610d2E47030bCAE3cb5aeBfaA9f35111,2019/3/27 1:08,168,iosg,1011,,20%,25,13.84931507,,,,,,,,,,,,,,
1573,0xCB84281AA628Afed47f78789aa374e26716a7caB,2019/3/27 1:09,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1574,0xA33870bc142adE4807EAe3Eaa2b7767674d5EF10,2019/3/27 1:09,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1575,0xfD60c6fed06f055b8E49D2229E5E719d721bF87A,2019/3/27 1:12,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1576,0xDfB03cA08757886e9Edf94FEE09B1053807F3c34,2019/3/27 1:15,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1577,0xd78C98Cd35c2271806f5ab1297296868EAe0cC97,2019/3/27 1:15,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1578,0x8AA21a99735F3bFa9F2aBFF72dD86027C8d05a57,2019/3/27 1:18,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1579,0x4C92FE8d14EcE3d71780614fdA97b139539807d7,2019/3/27 1:22,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1580,0x809C16DecEdB4C260C0D65fa4FF4b8728ec7Fb79,2019/3/27 1:23,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1581,0x2989ADF1f3Bbc9EeFA3368b876eaAdfFe6326cAF,2019/3/27 1:24,168,iosg,1012,,20%,25,13.8630137,,,,,,,,,,,,,,
1582,0xEAc1eA56726EfD0b8b51B0C867Ce8616567ca6F3,2019/3/27 1:28,168,iosg,1013,,20%,25,13.87671233,,,,,,,,,,,,,,
1583,0x5f58E2C1E4B1a1bA43979E521E74e2C9cB33A122,2019/3/27 1:28,168,iosg,1013,,20%,25,13.87671233,,,,,,,,,,,,,,
1584,0x9069e5b430B70Ce6Be5dAEC785Fa3Bb64f4bde6F,2019/3/27 1:29,168,iosg,1013,,20%,25,13.87671233,,,,,,,,,,,,,,
1585,0x96b4d64beBAef3DFd3ed620b2F44C239aBA1B939,2019/3/27 1:36,168,iosg,1013,,20%,25,13.87671233,,,,,,,,,,,,,,
1586,0x1Ac22f1364da3f78cA2770E6cE9F6428dEafACC9,2019/3/27 1:36,168,iosg,1013,,20%,25,13.87671233,,,,,,,,,,,,,,
1587,0xBcaf497e73d90231902Cb44eb59136B488c42018,2019/3/27 1:36,168,iosg,1013,,20%,25,13.87671233,,,,,,,,,,,,,,
1588,0x78B4Fc8C52eAa60cf4C872C44809BD4BD0218b44,2019/3/27 1:36,168,iosg,1013,,20%,25,13.87671233,,,,,,,,,,,,,,
1589,0xE86CdA705f62FfCE2c056d17D7DD93Bf67260eCC,2019/3/27 1:44,168,iosg,1014,,20%,25,13.89041096,,,,,,,,,,,,,,
1590,0xE7e05bf62B15eA65661952D053fb9c352E8c5aEA,2019/3/27 1:51,168,iosg,1015,,20%,25,13.90410959,,,,,,,,,,,,,,
1591,0xa2aA62943CD042AaB00A57d74Ba934d2960763f7,2019/3/27 1:52,168,iosg,1015,,20%,25,13.90410959,,,,,,,,,,,,,,
1592,0x0401f21ACbf540D89c3af3FF6864A16A95a8b2a3,2019/3/27 1:52,168,iosg,1014,,20%,25,13.89041096,,,,,,,,,,,,,,
1593,0x75750B89B2DbE44c6898Ad0C557f81911E2DFA86,2019/3/27 1:52,168,iosg,1014,,20%,25,13.89041096,,,,,,,,,,,,,,
1594,0x3d9ad9A05d3baD5dCcE9a6C61460Be1b55220C66,2019/3/27 1:52,168,iosg,1014,,20%,25,13.89041096,,,,,,,,,,,,,,
1595,0xe89E5296Db97578f0196BDE65CD3D759a816ab1A,2019/3/27 1:52,168,iosg,1014,,20%,25,13.89041096,,,,,,,,,,,,,,
1596,0x86a203d93FAD29FB338a4805459B014DE9Eed174,2019/3/27 1:52,168,iosg,1014,,20%,25,13.89041096,,,,,,,,,,,,,,
1597,0xA669279d78A190421564c2c86c2D7181C06a2dcA,2019/3/27 1:52,168,iosg,1015,,20%,25,13.90410959,,,,,,,,,,,,,,
1598,0x61EC36104DDEf112728A5Bc2b7F19Aceb980f8D0,2019/3/27 1:52,168,iosg,1014,,20%,25,13.89041096,,,,,,,,,,,,,,
1599,0xe22cA07d876f844F1Ba0FC5f02055A989DCda1c3,2019/3/27 1:53,168,iosg,1015,,20%,25,13.90410959,,,,,,,,,,,,,,
1600,0x10795A78c34C4e05346B35c3B389915953E3E64E,2019/3/27 1:57,168,iosg,1015,,20%,25,13.90410959,,,,,,,,,,,,,,
1601,0x3300262d1012258A0C9deB6255bF96AEc4AB7f0D,2019/3/27 1:57,168,iosg,1015,,20%,25,13.90410959,,,,,,,,,,,,,,
